0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.9603174603174603,0.0,0.058823529411764705,0.599378640776699,0.7758620689655173,0.9999999999999999,0.7159090909090909,0.5294117647058824,0.0009165048543689322,0.0,0.0,,0.013274336283185834,6.243795228491686e-06,0.009047259286084453
0.0,0.9603174603174603,0.0,0.058823529411764705,0.599378640776699,0.7758620689655173,0.9999999999999999,0.7159090909090909,0.5294117647058824,0.0009165048543689322,0.0,6.291819627792731e-07,,0.00884955752212388,6.243795228491686e-06,0.009047259286084453
0.0,0.9603174603174603,0.0,0.058823529411764705,0.2331961165048544,0.7758620689655173,0.9999999999999999,0.7159090909090909,0.4117647058823529,0.2036504854368932,0.0,0.0001069609336724764,0.0037245084869947493,0.013274336283185834,6.243795228491686e-06,6.243795228491686e-06
0.0,0.9603174603174603,0.0,0.058823529411764705,0.2331961165048544,0.7758620689655173,0.9999999999999999,0.7159090909090909,0.4117647058823529,0.2036504854368932,0.0,0.0001077998429561821,0.0037245084869947493,0.00884955752212388,6.243795228491686e-06,6.243795228491686e-06
0.7758620689655173,0.9999999999999999,0.7159090909090909,0.4117647058823529,0.2036504854368932,0.0,0.9603174603174603,0.0,0.058823529411764705,0.2331961165048544,0.0,0.0003565364455749213,,0.004424778761061926,6.243795228491686e-06,0.00041833428030894296
0.7758620689655173,0.9999999999999999,0.7159090909090909,0.4117647058823529,0.2036504854368932,0.0,0.9603174603174603,0.0,0.058823529411764705,0.2331961165048544,0.0,0.000357375354858627,,0.0,6.243795228491686e-06,0.00041833428030894296
0.7758620689655173,0.9999999999999999,0.7159090909090909,0.11764705882352941,0.17640388349514566,0.0,0.9603174603174603,0.0,0.3529411764705882,0.5427417475728155,0.0,0.0003584239914632591,0.07906948345341312,0.004424778761061926,6.243795228491686e-06,6.243795228491686e-06
0.7758620689655173,0.9999999999999999,0.7159090909090909,0.11764705882352941,0.17640388349514566,0.0,0.9603174603174603,0.0,0.3529411764705882,0.5427417475728155,0.0,0.0003590531734260384,0.07906948345341312,0.0,6.243795228491686e-06,6.243795228491686e-06
0.7758620689655173,0.9999999999999999,0.7159090909090909,0.11764705882352941,0.17640388349514566,0.0,0.9603174603174603,0.0,0.3529411764705882,0.5427417475728155,0.0,0.00041316282222505585,,0.004424778761061926,0.008123177592267683,6.243795228491686e-06
0.7758620689655173,0.9999999999999999,0.7159090909090909,0.11764705882352941,0.17640388349514566,0.0,0.9603174603174603,0.0,0.3529411764705882,0.5427417475728155,0.0,0.00041358227686690875,,0.0,0.008123177592267683,6.243795228491686e-06
0.0,0.9603174603174603,0.0,0.3529411764705882,0.5427417475728155,0.7758620689655173,0.9999999999999999,0.7159090909090909,0.11764705882352941,0.17640388349514566,0.0,0.0004360231002060361,,0.013274336283185834,6.243795228491686e-06,0.008129421387496175
