0,1,2,3,4,5,6,7,8
0.5137358444491926,0.015625238422217136,0.000602273340588016,4.9288562548157335e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.022343640304020022,0.0008087281605249103,1.8651755130157746e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.054836543451054605,0.0008087281605249103,2.0151896293441214e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.7579744208052257,0.0008087281605249103,1.9485166887537448e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.49020176429290924,0.0016937514305333029,0.0013057728732273708,5.337889968908325e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.03269130978907848,0.0008087281605249103,1.8901778657371658e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6215622233753548,0.0008087281605249103,1.8768432776190905e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.19321754525197643,0.0008087281605249103,1.9451830417242265e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7455053264552364,0.0008087281605249103,1.8218381016320302e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.3703488904490095,0.6263675898374914,3.085290325819659e-05,4.9288562548157335e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.15861847928939896,0.6760814831769284,2.9152743273142e-05,4.9288562548157335e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.9544733066756204,0.0008087281605249103,1.8801769246486095e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.324623790482586,0.0016937514305333029,8.589141571555216e-05,5.337889968908325e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.13719056194865845,0.0016937514305333029,8.164101575291567e-05,5.337889968908325e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.7531210890998442,0.0008087281605249103,1.8518409248976997e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.0639785110344617,0.0008087281605249103,1.8351726897501054e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.4101217911541161,0.0008087281605249103,1.803503042969677e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.3807270840328439,0.0008087281605249103,1.870175983560053e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.08676475077073349,0.0008087281605249103,1.9018456303404817e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.34870730441683706,0.0008087281605249103,1.940182571179948e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.4359604407679863,0.0008087281605249103,1.87851010113385e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.7130276853575898,0.0008087281605249103,1.788501631336842e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.38307743963859464,0.0008087281605249103,1.993520923652249e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.453343915020909,0.0008087281605249103,1.8351726897501054e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.5646653032569213,0.0008087281605249103,1.763499278615451e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.09825707395989132,0.0008087281605249103,1.833505866235346e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.021611061933396413,0.0008087281605249103,1.8768432776190905e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.5429931931259729,0.0008087281605249103,1.6951595145103153e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.5937242452916577,0.0008087281605249103,1.8235049251467895e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.15104850279295504,0.0008087281605249103,1.820171278117271e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.6831140685571258,0.0008087281605249103,1.803503042969677e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.8898385275174749,0.0008087281605249103,1.8151708075729926e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.1132291444095113,0.0008087281605249103,1.8768432776190905e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.19118769268337352,0.3540398260471504,3.0986249139377346e-05,4.9288562548157335e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.7987393547205518,0.0008087281605249103,1.9201806890028353e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.6037361496901803,0.0016937514305333029,8.327450279737989e-05,5.337889968908325e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.7253441592136991,0.0008087281605249103,1.7401637494088193e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.833826806263545,0.0008087281605249103,1.8151708075729926e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.4086871585116449,0.0008087281605249103,1.870175983560053e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.9272610726168309,0.0008087281605249103,2.001855041226046e-05,8.589707995944432e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.39206678672812184,0.0008087281605249103,1.7985025724253987e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.25840175818808947,0.5850308995193408,3.1069590315115315e-05,4.9288562548157335e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.23096059338848018,0.0016937514305333029,8.500799925272968e-05,5.337889968908325e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.8969659045816671,0.0008087281605249103,1.8718428070748126e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.21218827264125026,0.0008087281605249103,1.8535077484124587e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.3746985745245871,0.0008087281605249103,1.7768338667335264e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.16040413906779402,0.0008087281605249103,1.8468404543534214e-05,8.589707995944432e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.48173132688257375,0.8418860151064317,0.00018676757482879137,4.9288562548157335e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.6733463569488111,0.0008087281605249103,1.8185044546025112e-05,8.589707995944432e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.6336039803424803,0.0008087281605249103,1.8185044546025112e-05,8.589707995944432e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.49931320777754035,0.0008087281605249103,1.891844689251925e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.6151979487805622,0.0008087281605249103,1.841839983809143e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.7182473062482829,0.0008087281605249103,1.811837160543474e-05,1.0225842852314799e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.45209242697109364,0.0016937514305333029,0.0006723466011485014,5.337889968908325e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.4655993406794664,0.5013962005035477,0.0005233825836344532,4.847049511997215e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.8645035255334086,0.0016937514305333029,0.0010032944100039813,5.337889968908325e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.7617288849546716,0.0008087281605249103,1.7401637494088193e-05,8.589707995944432e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.5601324745886878,0.0016937514305333029,7.609049344876686e-05,5.337889968908325e-05,0.12156862745098039,0.0,0.0,0.0,0.0
0.24124721467598667,0.0008087281605249103,1.8635086895010156e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
0.8849394096639296,0.0008087281605249103,1.866842336530534e-05,8.794224852990727e-06,0.12156862745098039,0.0,0.0,0.0,0.0
